-0.1724775	-0.1129899	-0.19388026	0.18879709	0.16451056	-0.0025278118	-0.019290967	0.031131674	0.16804981	0.15872718	0.18430258	0.08311089	0.034155544	-0.17871267	0.24926057	0.15492477	-0.18065573	0.16873333	-0.16164987	0.051223535
-0.13787335	0.13282502	0.2450352	-0.0017909552	-0.09610056	0.061441027	-0.23806597	-0.24585286	-0.15850325	0.05290681	-0.16317266	-0.23158373	-0.13055027	-0.18014447	-0.049598552	0.21147002	-0.22446764	-0.17454946	0.15509002	-0.257096
0.16113302	0.091471285	-0.22384031	-0.2722729	0.017050475	-0.21790233	0.23855439	0.26344034	-0.070758134	-0.16105881	-0.2721742	0.09299213	-0.21090078	0.26320562	-0.25715613	0.11369261	0.21597323	-0.2697518	0.26135537	0.086591154
0.26716825	-0.26334047	0.1777875	0.016513934	-0.04711213	0.11187419	-0.12546071	-0.31853157	0.21755199	0.11131091	-0.19818756	-0.053543642	-0.14030537	0.0047481763	0.004231239	0.21441476	0.2897406	0.12479203	-0.25038558	-0.18881519
0.051208775	-0.07787131	0.17726731	0.07109532	-0.14519927	-0.0029451926	-0.16680966	-0.05936131	0.015252034	0.3153505	0.0032167872	0.25027215	0.058126047	-0.248994	0.26999015	0.26927024	0.018506259	-0.01427136	0.22158632	-0.13074239
0.24780606	-0.051274706	-0.31710732	-0.07246207	0.23478355	-0.25551367	0.24808723	0.24566938	0.26595396	0.27281958	-0.18474232	-0.16745442	-0.072529204	-0.24738745	0.26340315	0.240523	0.14576319	-0.23722053	-0.11243499	0.23652151
0.15462452	-0.030151676	0.03599565	-0.2155367	-0.14062978	-0.22293861	-0.01825705	-0.31248116	-0.17632663	0.012433797	-0.07550824	-0.16220686	-0.12752636	-0.0324486	-0.06600311	-0.11687738	0.06665249	-0.19593744	0.055866405	-0.20719133
-0.19758716	-0.009353012	-0.15817326	-0.14433834	-0.15343887	-0.094557375	0.17072062	0.3407544	0.13604158	0.17175095	-0.06567791	0.17066531	-0.028407335	-0.08061751	0.22294572	-0.08206174	0.18950154	-0.33623222	-0.38838133	-0.07663996
0.092242405	0.15738836	0.25470844	0.18678421	0.07152395	0.07336785	0.2915808	0.19094601	-0.21609616	0.2600419	0.102206096	0.1293839	0.16846773	-0.021038052	-0.23499422	0.19002567	0.12120461	0.062247805	0.24679393	-0.06203114
0.25819638	-0.11990514	-0.029176941	-0.04292193	0.08156289	0.2063557	0.2831478	0.13578665	-0.20129922	0.30628395	-0.04554116	-0.21170507	0.028232198	-0.04326204	-0.19191603	0.1734576	-0.12807876	0.17861608	0.20954378	-0.09070983
-0.20447898	-0.27676168	0.019433208	0.14167853	0.046661783	-0.15128303	0.058058992	0.034462377	-0.1876257	0.15394025	-0.21978042	-0.104831606	-0.13044809	-0.17601	0.22209044	0.044956252	-0.19573191	-0.14614408	-0.24330093	0.17789216
-0.028930167	0.17290749	0.1691191	-0.09057032	-0.057675105	-0.15688075	-0.16056435	-0.17952442	-0.060345605	0.065861486	0.26330546	-0.18060742	-0.031537008	-0.061533384	0.072684005	0.08138177	-0.018577168	-0.21622328	-0.10012052	-0.008809599
0.2053129	0.03274674	-0.22244869	0.09491823	0.2651184	-0.1276224	-0.20139997	-0.187297	0.056577824	0.17062724	0.21550934	-0.10212343	-0.13895133	-0.08171719	-0.109632574	-0.002866949	-0.13528271	0.24375306	0.10556655	-0.18941455
-0.12340743	0.114393115	0.29480904	0.17232946	-0.23681456	-0.23413973	0.032914516	0.27352723	-0.021294583	0.10888829	-0.053872325	-0.20641023	0.20308977	0.118689254	0.06257498	0.16291265	0.23226327	0.3013586	0.13825598	-0.040261265
0.23098375	0.10870726	0.30423337	-0.32861233	0.25821358	0.23244917	0.14939408	0.014356347	0.26599312	0.2047238	0.28329143	0.13105704	-0.102189004	-0.039180204	0.10753028	-0.30458972	-0.034854285	-0.27924383	0.22333127	0.31794146
-0.27951008	-0.105033085	-0.23666449	0.105944194	-0.21384844	0.102843136	-0.2077292	0.15694208	0.2637735	-0.04806212	0.25076437	-0.20224057	0.15176281	-0.27342954	-0.0533063	-0.06587637	0.020819629	-0.14460102	-0.2533465	-0.0052676722
-0.23223399	0.083718225	0.11481671	0.19383486	0.07572374	-0.32041213	-0.10213027	0.1963846	0.18593258	-0.118537836	0.02751452	-0.25077948	0.1735578	0.12550212	0.10786373	0.22020738	-0.05839332	-0.22196276	-0.20680612	-0.07644746
-0.09577463	0.2404385	-0.022073884	0.15226378	-0.28391606	0.08255575	0.33143288	0.18698588	0.007256587	-0.261438	0.21450698	-0.028741596	-0.1750677	-0.083241284	-0.06640302	0.15607983	0.12222751	-0.10602746	0.1720596	-0.12900624
0.25978693	0.04756486	0.122261785	0.12038757	0.14399707	0.29520243	-0.35829413	0.18958007	0.10486737	-0.23616612	0.18512379	0.121788315	-0.19075318	-0.3124773	0.10054897	-0.021732865	-0.14305963	0.159524	0.103325345	-0.10307698
0.33878782	0.3050091	-0.053629216	0.1269809	-0.009715915	0.18664774	-0.27390364	-0.07508621	-0.19495644	0.09369273	-0.13312064	-0.28172728	-0.062335502	-0.30986544	0.3326035	-0.18881291	0.021484211	0.11101019	0.121856526	0.09287113
0.19732063	0.042990696	-0.08126069	-0.33845788	-0.4072526	-0.037116576	-0.08103884	0.38653994	-0.35789216	0.102590814	0.08732573	-0.27844554	-0.24813232	-0.26258206	-0.091260694	0.11816603	-0.3752819	-0.010245552	-0.25621858	-0.08018331
-0.17777771	0.14648199	0.13973281	-0.25963116	-0.066734865	-0.21907346	-0.23143062	0.085866086	-0.042172503	0.10736093	-0.27754548	-0.11955324	0.021224916	-0.14059083	0.026298726	-0.17057511	-0.33573073	0.1085894	-0.23408636	0.2715169
